id,observed_at_utc,latitude,longitude,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause
5806b365-efda-4887-be30-9413c9e4acc0,2022-10-03 12:55:02+00:00,33.779795,-84.396661,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,DEAD,collision with building/structure
a290f6f1-e758-497d-81c7-2641afa732a7,,33.779777,-84.396645,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
2e640dfc-cdc7-40b1-b142-91f99fb60b96,2022-10-03 15:51:27+00:00,33.779708,-84.396702,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,DEAD,unknown
063ca685-8262-4718-96e3-4b5e497dea6f,2022-10-03 17:51:07+00:00,33.779721,-84.39671,passerine sp.,Passeriformes sp.,passer1,ADULT,UNKNOWN,DEAD,unknown
ffb5851e-0bf8-4b01-bf9e-eb84d0c49c66,,33.779811,-84.396597,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown
8bba60cb-7f6e-4854-889d-60bb2b0726e9,,33.776033,-84.398841,unknown,unknown,,ADULT,UNKNOWN,DEAD,unknown
c35bb9aa-def1-4656-96a5-a00188ba3503,,33.779002,-84.403769,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown
abe6c16a-f534-4b56-933e-9a3bf7beba3a,2022-10-04 17:39:52+00:00,33.773915,-84.396438,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,INJURED,unknown
3d15b173-cf1f-482b-9e0f-4b1bd2c5c379,,33.775461,-84.401897,House Wren,Troglodytes aedon,houwre,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
e4d00834-f5f4-4dc1-9b7b-e58befa5455d,2022-10-04 20:49:52+00:00,33.775481,-84.401903,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
